word	nodeType	synsetCount	unit	count
care	VERB	11	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	2
catch	VERB	39	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	5
cause	VERB	7	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
chop	VERB	11	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
clean	VERB	31	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
cleanse	VERB	2	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
come	VERB	22	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	2
complain	VERB	2	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
concentrate	VERB	11	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
connect	VERB	11	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
continue	VERB	10	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	2
cut	VERB	70	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
dare	VERB	4	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
debilitate	VERB	1	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
die	VERB	14	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	5
disappear	VERB	4	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
do	VERB	16	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	12
dodge	VERB	6	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	2
drink	VERB	10	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
eat	VERB	6	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	2
end	VERB	18	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	4
endure	VERB	7	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
enjoy	VERB	5	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
escape	VERB	15	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
excuse	VERB	9	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
feel	VERB	17	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
fight	VERB	9	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	3
find	VERB	18	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	3
finish	VERB	15	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
flash	VERB	19	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
forget	VERB	4	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
gather	VERB	11	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
get	VERB	37	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	14
give	VERB	45	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	6
glare	VERB	6	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
go	VERB	35	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	13
got	VERB	36	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
groan	VERB	2	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
grow	VERB	10	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
guard	VERB	14	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
guess	VERB	6	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	2
happen	VERB	5	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	4
harm	VERB	4	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
have	VERB	20	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	13
head	VERB	42	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	3
hit	VERB	24	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
hope	VERB	9	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
hurry	VERB	6	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
hurt	VERB	14	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	7
injure	VERB	3	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	2
k*ll	VERB	0	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	4
k*lle	VERB	0	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	3
keep	VERB	25	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
knock	VERB	11	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
lack	VERB	2	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
learn	VERB	6	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
leave	VERB	17	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	5
let	VERB	8	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	17
light	VERB	47	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
live	VERB	19	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
love	VERB	10	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
lower	VERB	16	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
maintain	VERB	10	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
make	VERB	51	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	8
mean	VERB	16	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
miss	VERB	12	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
move	VERB	21	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	5
need	VERB	7	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	2
open	VERB	36	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
pass	VERB	43	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
pick	VERB	21	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	4
play	VERB	52	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
point	VERB	40	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	3
prevent	VERB	2	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
prolong	VERB	2	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
protect	VERB	2	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	2
reach	VERB	13	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
receive	VERB	13	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
recover	VERB	6	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
reduce	VERB	20	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
remind	VERB	2	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
repent	VERB	2	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
request	VERB	5	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
return	VERB	29	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
rid	VERB	1	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
run	VERB	57	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
say	VERB	12	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	3
scatter	VERB	8	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
search	VERB	9	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
see	VERB	25	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	2
seem	VERB	4	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	3
sense	VERB	9	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
serialize	VERB	1	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
share	VERB	10	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
sleep	VERB	6	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	2
spout	VERB	3	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
stain	VERB	9	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
start	VERB	22	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	3
stay	VERB	16	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	2
stop	VERB	22	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	4
store	VERB	6	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
stub	VERB	9	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
support	VERB	22	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
survive	VERB	4	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
take	VERB	44	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	3
taste	VERB	13	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
tell	VERB	9	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
thank	VERB	1	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	3
think	VERB	14	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	2
try	VERB	10	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	2
turn	VERB	38	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
underestimate	VERB	4	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
understand	VERB	5	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
view	VERB	13	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
wait	VERB	6	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	2
wander	VERB	5	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
want	VERB	9	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	6
warm	VERB	13	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	2
win	VERB	6	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
wipe	VERB	2	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
wonder	VERB	6	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	2
work	VERB	34	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	3
worry	VERB	8	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
wrap	VERB	7	02x08_-_The_Symphony_Upon_the_Ship-Sis_s_Herb_Tea	1
ask	VERB	7	02x09_-_The_Hand_That_Connects_to_the_Future	1
assure	VERB	6	02x09_-_The_Hand_That_Connects_to_the_Future	1
be	VERB	14	02x09_-_The_Hand_That_Connects_to_the_Future	10
become	VERB	4	02x09_-_The_Hand_That_Connects_to_the_Future	1
blow	VERB	29	02x09_-_The_Hand_That_Connects_to_the_Future	1
brag	VERB	3	02x09_-_The_Hand_That_Connects_to_the_Future	1
calm	VERB	8	02x09_-_The_Hand_That_Connects_to_the_Future	1
carry	VERB	41	02x09_-_The_Hand_That_Connects_to_the_Future	1
cause	VERB	7	02x09_-_The_Hand_That_Connects_to_the_Future	2
charge	VERB	40	02x09_-_The_Hand_That_Connects_to_the_Future	1
check	VERB	38	02x09_-_The_Hand_That_Connects_to_the_Future	1
clean	VERB	31	02x09_-_The_Hand_That_Connects_to_the_Future	1
clear	VERB	45	02x09_-_The_Hand_That_Connects_to_the_Future	1
climb	VERB	9	02x09_-_The_Hand_That_Connects_to_the_Future	1
close	VERB	37	02x09_-_The_Hand_That_Connects_to_the_Future	1
come	VERB	22	02x09_-_The_Hand_That_Connects_to_the_Future	7
complete	VERB	10	02x09_-_The_Hand_That_Connects_to_the_Future	1
concentrate	VERB	11	02x09_-_The_Hand_That_Connects_to_the_Future	1
connect	VERB	11	02x09_-_The_Hand_That_Connects_to_the_Future	2
continue	VERB	10	02x09_-_The_Hand_That_Connects_to_the_Future	2
count	VERB	12	02x09_-_The_Hand_That_Connects_to_the_Future	1
cry	VERB	12	02x09_-_The_Hand_That_Connects_to_the_Future	1
defeat	VERB	4	02x09_-_The_Hand_That_Connects_to_the_Future	1
defuse	VERB	1	02x09_-_The_Hand_That_Connects_to_the_Future	3
die	VERB	14	02x09_-_The_Hand_That_Connects_to_the_Future	2
disguise	VERB	4	02x09_-_The_Hand_That_Connects_to_the_Future	2
do	VERB	16	02x09_-_The_Hand_That_Connects_to_the_Future	7
dodge	VERB	6	02x09_-_The_Hand_That_Connects_to_the_Future	1
draw	VERB	45	02x09_-_The_Hand_That_Connects_to_the_Future	2
end	VERB	18	02x09_-_The_Hand_That_Connects_to_the_Future	4
enjoy	VERB	5	02x09_-_The_Hand_That_Connects_to_the_Future	2
ensue	VERB	1	02x09_-_The_Hand_That_Connects_to_the_Future	1
evacuate	VERB	5	02x09_-_The_Hand_That_Connects_to_the_Future	2
excuse	VERB	9	02x09_-_The_Hand_That_Connects_to_the_Future	3
explode	VERB	10	02x09_-_The_Hand_That_Connects_to_the_Future	1
fall	VERB	44	02x09_-_The_Hand_That_Connects_to_the_Future	1
fight	VERB	9	02x09_-_The_Hand_That_Connects_to_the_Future	3
find	VERB	18	02x09_-_The_Hand_That_Connects_to_the_Future	9
finish	VERB	15	02x09_-_The_Hand_That_Connects_to_the_Future	2
fool	VERB	7	02x09_-_The_Hand_That_Connects_to_the_Future	1
forget	VERB	4	02x09_-_The_Hand_That_Connects_to_the_Future	4
gather	VERB	11	02x09_-_The_Hand_That_Connects_to_the_Future	1
get	VERB	37	02x09_-_The_Hand_That_Connects_to_the_Future	7
give	VERB	45	02x09_-_The_Hand_That_Connects_to_the_Future	2
go	VERB	35	02x09_-_The_Hand_That_Connects_to_the_Future	13
guess	VERB	6	02x09_-_The_Hand_That_Connects_to_the_Future	1
handle	VERB	7	02x09_-_The_Hand_That_Connects_to_the_Future	2
happen	VERB	5	02x09_-_The_Hand_That_Connects_to_the_Future	4
have	VERB	20	02x09_-_The_Hand_That_Connects_to_the_Future	13
hear	VERB	5	02x09_-_The_Hand_That_Connects_to_the_Future	6
help	VERB	12	02x09_-_The_Hand_That_Connects_to_the_Future	2
hide	VERB	6	02x09_-_The_Hand_That_Connects_to_the_Future	3
hold	VERB	45	02x09_-_The_Hand_That_Connects_to_the_Future	1
hurry	VERB	6	02x09_-_The_Hand_That_Connects_to_the_Future	1
hurt	VERB	14	02x09_-_The_Hand_That_Connects_to_the_Future	2
include	VERB	4	02x09_-_The_Hand_That_Connects_to_the_Future	1
k*ll	VERB	0	02x09_-_The_Hand_That_Connects_to_the_Future	3
k*lle	VERB	0	02x09_-_The_Hand_That_Connects_to_the_Future	2
keep	VERB	25	02x09_-_The_Hand_That_Connects_to_the_Future	2
know	VERB	12	02x09_-_The_Hand_That_Connects_to_the_Future	6
leave	VERB	17	02x09_-_The_Hand_That_Connects_to_the_Future	5
let	VERB	8	02x09_-_The_Hand_That_Connects_to_the_Future	13
like	VERB	11	02x09_-_The_Hand_That_Connects_to_the_Future	2
look	VERB	14	02x09_-_The_Hand_That_Connects_to_the_Future	1
lose	VERB	11	02x09_-_The_Hand_That_Connects_to_the_Future	1
lower	VERB	16	02x09_-_The_Hand_That_Connects_to_the_Future	1
make	VERB	51	02x09_-_The_Hand_That_Connects_to_the_Future	10
meddle	VERB	1	02x09_-_The_Hand_That_Connects_to_the_Future	1
meet	VERB	15	02x09_-_The_Hand_That_Connects_to_the_Future	1
mention	VERB	6	02x09_-_The_Hand_That_Connects_to_the_Future	1
mind	VERB	13	02x09_-_The_Hand_That_Connects_to_the_Future	1
move	VERB	21	02x09_-_The_Hand_That_Connects_to_the_Future	1
need	VERB	7	02x09_-_The_Hand_That_Connects_to_the_Future	8
pick	VERB	21	02x09_-_The_Hand_That_Connects_to_the_Future	2
place	VERB	32	02x09_-_The_Hand_That_Connects_to_the_Future	1
plan	VERB	7	02x09_-_The_Hand_That_Connects_to_the_Future	3
plant	VERB	10	02x09_-_The_Hand_That_Connects_to_the_Future	3
play	VERB	52	02x09_-_The_Hand_That_Connects_to_the_Future	4
poop	VERB	4	02x09_-_The_Hand_That_Connects_to_the_Future	2
pray	VERB	2	02x09_-_The_Hand_That_Connects_to_the_Future	1
prevent	VERB	2	02x09_-_The_Hand_That_Connects_to_the_Future	3
protect	VERB	2	02x09_-_The_Hand_That_Connects_to_the_Future	3
put	VERB	10	02x09_-_The_Hand_That_Connects_to_the_Future	1
reach	VERB	13	02x09_-_The_Hand_That_Connects_to_the_Future	1
receive	VERB	13	02x09_-_The_Hand_That_Connects_to_the_Future	1
relay	VERB	7	02x09_-_The_Hand_That_Connects_to_the_Future	1
remain	VERB	4	02x09_-_The_Hand_That_Connects_to_the_Future	1
remove	VERB	9	02x09_-_The_Hand_That_Connects_to_the_Future	1
repair	VERB	8	02x09_-_The_Hand_That_Connects_to_the_Future	1
request	VERB	5	02x09_-_The_Hand_That_Connects_to_the_Future	1
return	VERB	29	02x09_-_The_Hand_That_Connects_to_the_Future	1
rid	VERB	1	02x09_-_The_Hand_That_Connects_to_the_Future	1
rig	VERB	11	02x09_-_The_Hand_That_Connects_to_the_Future	1
rise	VERB	27	02x09_-_The_Hand_That_Connects_to_the_Future	1
run	VERB	57	02x09_-_The_Hand_That_Connects_to_the_Future	1
save	VERB	12	02x09_-_The_Hand_That_Connects_to_the_Future	2
say	VERB	12	02x09_-_The_Hand_That_Connects_to_the_Future	4
scream	VERB	6	02x09_-_The_Hand_That_Connects_to_the_Future	1
search	VERB	9	02x09_-_The_Hand_That_Connects_to_the_Future	2
see	VERB	25	02x09_-_The_Hand_That_Connects_to_the_Future	2
seek	VERB	6	02x09_-_The_Hand_That_Connects_to_the_Future	1
seem	VERB	4	02x09_-_The_Hand_That_Connects_to_the_Future	3
sell	VERB	9	02x09_-_The_Hand_That_Connects_to_the_Future	1
serialize	VERB	1	02x09_-_The_Hand_That_Connects_to_the_Future	1
set	VERB	45	02x09_-_The_Hand_That_Connects_to_the_Future	4
show	VERB	16	02x09_-_The_Hand_That_Connects_to_the_Future	1
shut	VERB	5	02x09_-_The_Hand_That_Connects_to_the_Future	2
sink	VERB	13	02x09_-_The_Hand_That_Connects_to_the_Future	4
start	VERB	22	02x09_-_The_Hand_That_Connects_to_the_Future	4
stay	VERB	16	02x09_-_The_Hand_That_Connects_to_the_Future	2
stick	VERB	25	02x09_-_The_Hand_That_Connects_to_the_Future	2
stop	VERB	22	02x09_-_The_Hand_That_Connects_to_the_Future	2
struggle	VERB	7	02x09_-_The_Hand_That_Connects_to_the_Future	1
suppose	VERB	5	02x09_-_The_Hand_That_Connects_to_the_Future	1
surround	VERB	5	02x09_-_The_Hand_That_Connects_to_the_Future	1
swell	VERB	11	02x09_-_The_Hand_That_Connects_to_the_Future	1
take	VERB	44	02x09_-_The_Hand_That_Connects_to_the_Future	6
tell	VERB	9	02x09_-_The_Hand_That_Connects_to_the_Future	4
thank	VERB	1	02x09_-_The_Hand_That_Connects_to_the_Future	1
think	VERB	14	02x09_-_The_Hand_That_Connects_to_the_Future	3
throw	VERB	20	02x09_-_The_Hand_That_Connects_to_the_Future	1
transport	VERB	11	02x09_-_The_Hand_That_Connects_to_the_Future	1
try	VERB	10	02x09_-_The_Hand_That_Connects_to_the_Future	2
understand	VERB	5	02x09_-_The_Hand_That_Connects_to_the_Future	2
use	VERB	13	02x09_-_The_Hand_That_Connects_to_the_Future	3
wait	VERB	6	02x09_-_The_Hand_That_Connects_to_the_Future	6
want	VERB	9	02x09_-_The_Hand_That_Connects_to_the_Future	3
watch	VERB	13	02x09_-_The_Hand_That_Connects_to_the_Future	1
wear	VERB	12	02x09_-_The_Hand_That_Connects_to_the_Future	1
win	VERB	6	02x09_-_The_Hand_That_Connects_to_the_Future	3
wish	VERB	10	02x09_-_The_Hand_That_Connects_to_the_Future	1
wonder	VERB	6	02x09_-_The_Hand_That_Connects_to_the_Future	1
work	VERB	34	02x09_-_The_Hand_That_Connects_to_the_Future	3
worry	VERB	8	02x09_-_The_Hand_That_Connects_to_the_Future	1
add	VERB	7	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	2
affect	VERB	6	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
ask	VERB	7	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
attempt	VERB	4	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
attract	VERB	3	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
be	VERB	14	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	5
become	VERB	4	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	2
believe	VERB	5	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	2
brag	VERB	3	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
break	VERB	75	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
buy	VERB	6	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	4
call	VERB	41	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	2
cause	VERB	7	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
come	VERB	22	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	4
consume	VERB	6	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
control	VERB	19	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
count	VERB	12	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
cover	VERB	36	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
cry	VERB	12	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
destroy	VERB	4	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
disguise	VERB	4	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
dive	VERB	7	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
do	VERB	16	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	12
eat	VERB	6	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	3
end	VERB	18	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	2
enjoy	VERB	5	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	5
exaggerate	VERB	2	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
expire	VERB	3	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
fall	VERB	44	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
feel	VERB	17	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
fib	VERB	2	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
fight	VERB	9	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
find	VERB	18	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
fly	VERB	20	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
forget	VERB	4	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	2
gaze	VERB	2	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
get	VERB	37	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	9
give	VERB	45	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	4
go	VERB	35	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	10
guess	VERB	6	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	2
happen	VERB	5	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	2
have	VERB	20	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	8
hear	VERB	5	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	3
help	VERB	12	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
hide	VERB	6	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
hope	VERB	9	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
impress	VERB	8	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
introduce	VERB	10	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	2
involve	VERB	7	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
jump	VERB	21	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	2
keep	VERB	25	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
know	VERB	12	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	4
let	VERB	8	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	8
lie	VERB	10	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	8
listen	VERB	3	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
look	VERB	14	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	6
make	VERB	51	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	5
match	VERB	19	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
mean	VERB	16	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	2
mind	VERB	13	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
miss	VERB	12	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
move	VERB	21	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
notice	VERB	11	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	2
partie	VERB	0	02x10_-_Enjoy_the_Resort_to_the_Fullest-Bragging_About_Vacation	1
